id,step,seqNo,recId
IS07693,Add milk and beat for an additional 3 to 4 minutes. Add food coloring and beat for thirty seconds until smooth or until desired color is reached.,2,R02003
IS07694,Beat softened butter and cream cheese until well blended.,1,R02004
IS07695,Add powdered sugar and vanilla. Beat until creamy.,2,R02004
IS07696,"In a large bowl, whip cream until stiff peaks are just about to form. Beat in vanilla and sugar until peaks form. Make sure not to over-beat, cream will then become lumpy and butter-like.",1,R02005
IS07697,Beat peanut butter and butter in a medium bowl until creamy and combined.,1,R02006
IS07698,"Gradually blend in sugar; when the mixture thickens, begin incorporating milk, 1 tablespoon at a time, until frosting is thick and spreadable.",2,R02006
IS07699,"Beat on high speed until light and fluffy, about 3 minutes.",3,R02006
IS07700,Place chocolate in a medium mixing bowl.,1,R02007
IS07701,"Heat cream in a small saucepan over medium heat. Bring just to a boil, watching very carefully because if it boils for even a few seconds, it will boil out of the pot.",2,R02007
IS07702,"As soon as the cream comes to a boil, pour it over the chocolate in the mixing bowl. Whisk until chocolate has melted and mixture is smooth, then stir in rum.",3,R02007
IS07703,"To use ganache as a cake glaze, cool slightly, 5 to 10 minutes. Start pouring glaze at the center of the cake and work outward.",4,R02007
IS07704,"For a fluffy frosting or chocolate filling, allow it to cool until thick (up to 1 hour in the refrigerator), and then whip until light and fluffy. Apply it with a spatula like a conventional frosting.",5,R02007
IS07705,"Combine lemon juice, sugar, butter, eggs, and lemon zest in a 2-quart saucepan.",1,R02008
IS07706,"Cook over medium-low heat, whisking constantly, until mixture thickens and bubbles, about 6 minutes.",2,R02008
IS07707,Sift together confectioners' sugar and cocoa powder in a medium bowl.,1,R02009
IS07708,Cream butter in a large bowl until smooth. Gradually beat in sugar mixture alternately with evaporated milk. Blend in vanilla.,2,R02009
IS07709,"Beat mixture on high speed until light and fluffy. Adjust consistency with more milk or sugar, if desired.",3,R02009
IS07710,"Beat together butter and cream cheese with an electric mixer in a large bowl until creamy. Blend in milk and vanilla, then gradually mix in confectioners' sugar and salt until smooth and fluffy.",1,R02010
IS07711,Stir melted butter and cocoa powder in a bowl until evenly mixed. Add confectioners' sugar and milk; beat until smooth and easily spread. Stir in vanilla extract.,1,R02011
IS07712,"Combine butter, lemon juice, vanilla, and confectioners' sugar in a large mixing bowl and beat until light and fluffy. Add more confectioners' sugar, or lemon juice to adjust the consistency as needed.",1,R02012
IS07713,"Stir together confectioners' sugar and milk in a small bowl until smooth. Beat in corn syrup and almond extract until icing is smooth and glossy. If icing is too thick, add more corn syrup.",1,R02013
IS07714,"Divide into separate bowls, and add food colorings to each to desired intensity. Dip cookies, or paint them with a brush.",2,R02013
IS07715,Beat whipping cream in a mixing bowl until stiff peaks form; set aside.,1,R02014
IS07716,"Combine cream cheese, sugar, salt, and vanilla in a large bowl. Beat until smooth, then fold in whipped cream.",2,R02014
IS07717,Whisk together milk and flour in a small saucepan until smooth. Cook and stir over medium heat until it boils and thickens. Set aside to cool thoroughly.,1,R02015
IS07718,"Cream butter, sugar, and vanilla in a medium bowl until light and fluffy. Add thickened, cooled milk. Beat until mixture resembles whipped cream.",2,R02015
IS07719,"In a saucepan, combine sugar, cocoa powder, milk, butter and vanilla. Bring to a rolling boil, stirring constantly, and cook for 1 minute. Remove from heat. Using an electric mixer, beat icing for 3 minutes, or until mixture cools and thickens to spreading consistency. Spread onto completely cooled cake.n",1,R02016
IS07720,"In a large bowl, cream together the butter, shortening, and vanilla. Blend in confectioners' sugar, 1 cup at a time, beating well after each addition. Beat in the milk, and continue mixing until light and fluffy. Keep icing covered until ready to decorate.",1,R02017
IS07721,"In a double boiler over hot, but not boiling water, combine chocolate chips, butter, and corn syrup. Stir until chips are melted and mixture is smooth, then add vanilla.",1,R02018
IS07722,"Spread warm glaze over top of cake, letting it drizzle down the sides.",2,R02018
IS07723,"Melt cocoa and butter together in a small saucepan over low heat, about 5 minutes. Remove from heat; stir in confectioners' sugar and vanilla extract. Stir in hot water, 1 teaspoon at a time, until glaze is thick and smooth.",1,R02019
IS07724,"Combine the cream cheese, sugar, vanilla extract and almond extract in a large mixing bowl or the bowl of a stand mixer. Fit the mixer with the whisk attachment and mix on medium speed until smooth. While the mixture is still whipping, slowly pour in the heavy cream. Stop and scrape the bottom of the bowl a couple of times while you continue whipping until the cream can hold a stiff peak.",1,R02020
IS07725,"In a saucepan over medium heat, combine the sweetened condensed milk and chocolate chips. Cook, stirring constantly, until the chips are melted and the mixture is smooth. Do not allow it to bubble. Remove from the heat and stir in vanilla. Cool slightly before drizzling over a cake. If you want to make this ahead, it can be cooled and reheated in the microwave.",1,R02021
IS07726,"Combine butter and chocolate-hazelnut spread in a bowl and beat with an electric mixer on medium-high speed until creamy, about 2 minutes. Reduce speed on mixer to medium. Gradually add confectioners' sugar, 1/2 cup at a time, beating well after each addition and scraping down sides of the bowl as needed.",1,R02022
IS07727,"After every 1 cup of confectioners' sugar, raise the speed of the mixer up to high and beat for 10 to 20 seconds. Add cream, hazelnut extract, vanilla extract, and salt. Beat until smooth.",2,R02022
IS07728,"In a medium bowl, combine pudding mix with milk and vanilla. Mix until smooth. Gently fold in whipped topping until no streaks remain. Spread evenly over cake.n",1,R02023
IS07729,"Beat cream cheese, butter, lemon juice, lemon rind, and vanilla together until smooth and fluffy. Add confectioners' sugar in 2 additions. Beat until creamy. Add more icing sugar or juice as needed for easy spreading. Makes about 3 2/3 cups.n",1,R02024
IS07730,"In a saucepan, stir together the sugar, water and cream of tartar. Cook over medium-high heat until the sugar is dissolved and the mixture is bubbly.n",1,R02025
IS07731,"In a medium mixing bowl, whip the egg whites and vanilla to soft peaks. Gradually add the sugar mixture while whipping constantly until stiff peaks form, about 7 to 10 minutes. Frost the cake of your choice.n",2,R02025
IS07732,"Beat shortening and butter in a large bowl with an electric mixer until smooth, about 3 minutes; stir in vanilla extract. Beat sugar, one cup at a time, into butter mixture on medium speed. Add milk and beat on high speed until light and fluffy.",1,R02026
IS07733,"Keep icing covered with a damp cloth until ready to decorate. For best results, keep icing refrigerated when not using.",2,R02026
IS07734,"Combine confectioners' sugar, cocoa powder, butter, milk, and vanilla in a large bowl. Mix using an electric mixer until blended and creamy.n",1,R02027
IS07735,"Place cherries into a saucepan over medium heat, and cover the pan; heat cherries until they release their juice and come to a simmer, 10 to 15 minutes. Stir often.",1,R02028
IS07736,"In a bowl, whisk the sugar with cornstarch until smooth; pour the mixture into the hot cherries and juice, and thoroughly combine. Return to low heat, bring to a simmer, and cook until the filling has thickened, about 2 minutes; remove from heat, let cool, and use as pie filling.",2,R02028
IS07737,"In a microwave-safe bowl, whisk together the sugar and eggs until smooth. Stir in lemon juice, lemon zest and butter. Cook in the microwave for one minute intervals, stirring after each minute until the mixture is thick enough to coat the back of a metal spoon. Remove from the microwave, and pour into small sterile jars. Store for up to three weeks in the refrigerator.n",1,R02029
IS07738,"Preheat oven to 350 degrees F (175 degrees C), Grease and flour one 9 inch round and one 9x13 inch pan.",1,R02030
IS07739,"In a very large bowl stir together flour, sugar, baking powder, soda, and salt.",2,R02030
IS07740,"Add milk, 1 cup shortening, 1/2 cup champagne, vanilla, and, if desired, red food coloring. Beat on low to medium speed about 30 seconds or just till combined, scraping bowl constantly. Beat on medium speed 2 minutes.",3,R02030
IS07741,Add unbeaten egg whites and beat for 2 minutes (Batter may appear slightly curdled).,4,R02030
IS07742,"Spread 2 3/4 cups batter in 9inch round pan and remaining batter in 9x13 inch pan. Bake at 350 degrees F (175 degrees C) for 30 to 35 minutes for round cake and 40 to 45 minutes for rectangular cake or until cake tests done. Cool cakes in pans on racks for 10 minutes, then remove from pans and cool completely.",5,R02030
IS07743,"To make the frosting: In a bowl beat 3/4 cup shortening and butter until combined. Beat in 1 tablespoon champagne. Beat in sifted powdered sugar and a few drops red food coloring. If necessary, beat in additional champagne to make frosting spreading consistency. Makes 3-3/4 cups.",6,R02030
IS07744,"Using cardboard circle patterns of 4 and 6 inches, cut one 4-inch and one 6-inch cake layer from the 9x13 inch cake. If desired, drizzle 3 tablespoons of champagne over the top of each round cake layer. Place the 9-inch cake layer on a serving plate; frost sides and top. Lining up the backs of the layers, place the 6-inch cake on top of the 9-inch cake. Frost sides and top. Repeat with remaining 4-inch cake. If desired, tint any remaining frosting and decorate with tinted frosting and flowers. Serves 24.",7,R02030
IS07745,"Place the sugar, butter, lime juice, lime zest in the top of a double boiler; stir over medium-high heat until butter melts. Mix 2 tablespoons hot lime mixture into the eggs and stir to blend.n",1,R02031
IS07746,"Reduce heat to medium until water simmers. Slowly whisk egg mixture into the lime mixture. Cook over the double boiler until lime mixture thickens and coats the back of a wooden spoon, 20 to 25 minutes. Cool slightly and spoon into a clean, glass jar. Cover and refrigerate.n",2,R02031
IS07747,"In a saucepan over medium heat, melt the butter, and mix in 3 tablespoons milk and brown sugar. Boil vigorously for 1 minute.",1,R02032
IS07748,"Remove from heat, and beat in 1/2 cup confectioners' sugar. Cool slightly, and beat in the vanilla and remaining 1/2 cup confectioners' sugar. Add more milk if the mixture is too thick.",2,R02032
IS07749,"In a large bowl, cream together the confectioners' sugar and shortening until smooth. Gradually mix in the milk and vanilla with an electric mixer until smooth and stiff, about 5 minutes. Color with food coloring if desired.",1,R02033
IS07750,"Combine the cream, sugar, sour cream and vanilla in a medium bowl. Use an electric mixer to whip to stiff (but not grainy) peaks. Chill until using. Use within one day.n",1,R02034
IS07751,Place beans in a saucepan and cover with 2 cups water; bring to a boil and cook for 5 minutes. Drain and discard water.n,1,R02035
IS07752,"Place drained beans in a clean saucepan and cover with 2 to 3 cups water. Bring to a boil, reduce heat to low, cover the saucepan, and simmer, adding more water as needed, until beans are soft and can be crushed between your fingers, 1 1/2 to 2 hours. Drain beans and discard water.n",2,R02035
IS07753,"Stir beans and sugar together in a saucepan over medium-high heat. Cook, stirring constantly, until sugar melts and beans form a loose, shiny paste, about 10 minutes. Immediately transfer the paste to a container to cool. Store, covered, in the refrigerator.n",3,R02035
IS07754,"In small saucepan cook flour and milk until it forms a ball, stirring constantly. Cool to room temperature.n",1,R02036
IS07755,"With an electric mixer, beat butter and sugar until fluffy.n",2,R02036
IS07756,"Beat both mixtures together on high speed until fluffy and smooth. Add vanilla and beat until combined. Refrigerate for about 1/2 hour, until it is of spreading consistency.n",3,R02036
IS07757,"Place the butter in a shallow bowl, and set aside.",1,R02037
IS07758,"Place the marshmallows in a large microwave-safe bowl, and microwave on High for 30 seconds to 1 minute to start melting the marshmallows. Carefully stir the water and vanilla extract into the hot marshmallows, and stir until the mixture is smooth. Slowly beat in the confectioners' sugar, a cup at a time, until you have a sticky dough. Reserve 1 cup of powdered sugar for kneading. The dough will be very stiff.",2,R02037
IS07759,"Rub your hands thoroughly with butter, and begin kneading the sticky dough. As you knead, the dough will become workable and pliable. Turn the dough out onto a working surface dusted with confectioners' sugar and continue kneading until the fondant is smooth and no longer sticky to the touch, 5 to 10 minutes.",3,R02037
IS07760,"Form the fondant into a ball, wrap it tightly in plastic wrap, and refrigerate overnight. To use, allow the fondant to come to room temperature, and roll it out onto a flat surface dusted with confectioners' sugar.",4,R02037
IS07761,"In a large bowl, combine sugar, shortening, water and vanilla. Beat on low speed to combine, then beat on medium speed for a full five minutes. It won't look like Icing at first, but keep the mixer going for a full five minutes, and then you're done!",1,R02038
IS07762,"Note: If you're not using this for decorating, but just for icing the cake, thin the icing by adding 3 tbs. of corn syrup, or water to the icing.",2,R02038
IS07763,"Combine half-and-half, cream, sugar, vanilla and salt in freezer container of ice cream maker. Freeze according to manufacturer's instructions.",1,R02039
IS07764,"Stir sugar, cream, and milk into a saucepan over low heat until sugar has dissolved. Heat just until mix is hot and a small ring of foam appears around the edge.",1,R02040
IS07765,"Transfer cream mixture to a pourable container such as a large measuring cup. Stir in vanilla extract and chill mix thoroughly, at least 2 hours. (Overnight is best.)",2,R02040
IS07766,"Pour cold ice cream mix into an ice cream maker, turn on the machine, and churn according to manufacturer's directions, 20 to 25 minutes.",3,R02040
IS07767,"When ice cream is softly frozen, serve immediately or place a piece of plastic wrap directly on the ice cream and place in freezer to ripen, 2 to 3 hours.",4,R02040
IS07768,"In a large bowl, combine the milk, cream, sugar, salt, vanilla, strawberries, and food coloring. Pour the mixture into the freezer bowl of an ice cream maker, and freeze according to manufacturer's directions.",1,R02041
IS07769,"Pour the heavy cream and half-and-half cream into a heavy saucepan, place over medium-low heat, and heat until barely simmering, stirring frequently. Turn the heat down to low.",1,R02042
IS07770,"Whisk together the egg yolks, sugar, and salt in a large bowl until thoroughly combined.",2,R02042
IS07771,"Slowly pour about 1/2 cup of hot cream mixture into the egg yolk mixture, whisking constantly. Repeat three times more, whisking thoroughly before adding each additional 1/2 cup of hot cream to the egg yolk mixture. Pour the egg yolk mixture back into the saucepan with the remaining hot cream, and whisk constantly over medium-low heat until the mixture thickens and will coat the back of a spoon, 5 to 8 minutes. Do not let mixture boil.",3,R02042
IS07772,"Pour the ice cream base into a bowl and allow to cool for about 20 minutes; place in refrigerator and chill overnight. The next day, pour into an ice cream maker, and freeze according to the manufacturer's directions. Remove the ice cream, pack into a covered container, and freeze for 2 hours or overnight before serving.",4,R02042
IS07773,Place coconut milk and coconut cream in the refrigerator.,1,R02043
IS07774,"Place water and rice in a blender. Blend until rice is coarsely ground. Pulse until rice is finely ground. Pour mixture into a jar or bowl. Add vanilla bean halves and cinnamon stick pieces. Cover and refrigerate, 8 hours to overnight.",2,R02043
IS07775,Strain rice 'milk' mixture through cheesecloth. Scrape vanilla seeds from the pod and add to the milk. Discard rice pulp and cinnamon stick pieces.,3,R02043
IS07776,"Blend strained rice milk, coconut milk, coconut cream, brown rice syrup, and rum until well combined.",4,R02043
IS07777,"Pour into an ice cream maker and freeze according to manufacturer's directions, 15 to 20 minutes. Freeze the mixture for 2 to 3 hours before serving.",5,R02043
IS07778,"Place the berries into the container of a blender or food processor, and puree until smooth. Pour into a large bowl, and set aside.",1,R02044
IS07779,"Heat 1 1/4 cups of the cream in a saucepan over medium heat until it begins to bubble at the edge of the pan. In a large bowl, whisk together the sugar, egg yolks, remaining 1/4 cup cream, and corn syrup. Gradually pour the hot cream into the egg yolk mixture, whisking constantly. Return the mixture to the saucepan, and heat until the mixture is thick enough to coat the back of a metal spoon, about 5 minutes. Do not allow the mixture to boil. Strain custard into the berry puree through a sieve, mix, and refrigerate until chilled.",2,R02044
IS07780,"Fill an ice cream maker with the mixture, and freeze according to the manufacturer's instructions.",3,R02044
IS07781,"Place the cherry juice, milk, yogurt, and heavy cream into the bowl of a blender. Add the sugar, salt, cherries, and almond extract. Puree until only small bits of the cherries remain.",1,R02045
IS07782,Pour into a 1 1/2 quart ice cream maker and freeze according to manufacturer's directions.,2,R02045
IS07783,"Whisk cream, milk, sugar, and cocoa powder in a saucepan over medium heat until the mixture is thoroughly combined and the sugar has dissolved. Bring almost to a simmer and stir in dark chocolate until melted. Whisk egg yolks into the cream mixture and cook until batter is slightly thickened, 1 to 2 minutes. Transfer to a container, cover, and refrigerate until chilled, at least 6 hours.",1,R02046
IS07784,Stir cinnamon into chilled custard batter and freeze in an ice cream machine following manufacturer's instructions. Sprinkle frozen custard with more cinnamon to serve.,2,R02046
IS07785,"Heat milk, ground coffee, 1/4 cup brown sugar, and mint in a saucepan over low heat until warmed through, 7 to 10 minutes.",1,R02047
IS07786,"Whisk egg yolks and remaining 1/2 cup brown sugar in a bowl; slowly whisk in about 1 cup hot milk mixture. Pour egg yolk mixture into saucepan and continue to heat until custard is thickened, about 5 minutes.",2,R02047
IS07787,"Line a sieve with cheesecloth and strain custard into a large bowl; discard solids. Whisk heavy cream into custard. Cover and refrigerate until chilled, 4 to 5 hours.",3,R02047
IS07788,Stir rum and chocolate into chilled custard and pour into an ice cream maker. Freeze according to manufacturer's directions.,4,R02047
IS07789,"In a medium saucepan, mix milk and cream. Warm until foam forms around the edges. Remove from heat.",1,R02048
IS07790,"In a large bowl, beat the egg yolks and sugar until frothy. Gradually pour the warm milk into the egg yolks, whisking constantly. Return mixture to saucepan; cook over medium heat, stirring with a wooden spoon until the mixture gels slightly and coats the back of the spoon. If small egg lumps begin to show, remove from heat immediately.",2,R02048
IS07791,"Pour the mixture through a sieve or fine strainer into a bowl. Cover, and chill for several hours or overnight.",3,R02048
IS07792,"Pour the mixture into an ice cream maker, and freeze according to the manufacturer's instructions. Transfer to a sealed container, and freeze until firm. If the gelato is too firm, place it in the refrigerator until it reaches the desired consistency.",4,R02048
IS07793,"Combine heavy cream, half and half, sugar, and lemon zest in a saucepan; bring to a simmer over low heat. Cook and stir until sugar is dissolved, about 5 minutes. Remove from heat. Cover saucepan and allow the mixture to steep for 10 minutes.",1,R02049
IS07794,"Uncover pan and bring back to a simmer over low heat. Beat the egg yolks in a bowl. Gradually stir one cup of the hot cream mixture into the eggs, several tablespoons at a time. This will help to bring the eggs up to temperature without scrambling them. Stir the egg mixture back into the cream mixture in the saucepan. Cook and stir over low heat until the mixture just coats the back of a spoon, 5 to 10 minutes. Transfer to a large bowl; cover. Refrigerate overnight.",2,R02049
IS07795,"Stir the lemon juice into the cold ice cream mixture. Freeze in a 4 to 5 quart ice cream maker according to manufacturer's directions. Transfer ice cream to a lidded freezer container, and freeze for 4 hours to ripen flavors before serving.",3,R02049
IS07796,"In a large bowl, stir together the milk, cream, sugar, salt, vanilla extract and peppermint extract until the sugar has dissolved. Color to your liking with the green food coloring.",1,R02050
IS07797,"Pour the mixture into an ice cream maker, and freeze according to the manufacturer's instructions. After about 10 minutes into the freezing, add the chocolate chips. After the ice cream has thickened, about 30 minutes later, spoon into a container, and freeze for 2 hours.",2,R02050
IS07798,,1,R02051
IS07799,"Combine the milk and cream of coconut in the container of a food processor or blender, and mix thoroughly. Stir in cream and flaked coconut.",1,R02052
IS07800,"Pour into the container of an ice cream maker, and freeze according to the manufacturer's instructions.",2,R02052
IS07801,"In a medium saucepan over low heat, cook and stir condensed milk and cocoa until smooth and slightly thickened, 5 minutes. Remove from heat , and allow to cool slightly. Stir in heavy cream, light cream, and vanilla. Refrigerate until cold.",1,R02053
IS07802,"Pour mixture into the canister of an ice cream maker, and freeze according to manufacturer's directions. Stir in nuts and marshmallows halfway through the freezing process.",2,R02053
IS07803,Place strawberries and sugar in a blender and pulse until pureed; steep for 10 minutes.,1,R02054
IS07804,"Pour cream, milk, vanilla extract, and salt into strawberry mixture; blend until smooth and slightly thickened, 10 to 15 seconds. Whisk red food color into cream mixture.",2,R02054
IS07805,"Pour strawberry mixture into the container of an ice cream maker and freeze according to the manufacturer's instructions. Transfer ice cream to a sealable container, cover the ice cream with plastic wrap, seal the container, and freeze, 2 hours to overnight.",3,R02054
IS07806,"Process in an ice cream maker until thick. Immediately transfer to a sealable container, cover with plastic wrap, cover the bowl with a lid and freeze for 2 hours to overnight.",4,R02054
IS07807,"In a large bowl, combine the heavy cream and the half and half. Gradually whisk in the sugar until blended.",1,R02055
IS07808,"Whisk in the vanilla. Refrigerate, covered, until very cold, at least 3 hours or as long as 3 days.",2,R02055
IS07809,Whisk the mixture to blend and pour into the canister of an ice cream maker. Freeze according to the manufacturer's directions. Eat at once or transfer to a covered container and freeze up to 8 hours.,3,R02055
IS07810,Beat heavy cream in a bowl using an electric mixer until soft peaks form; add sweetened condensed milk and beat until thick and well combined.,1,R02056
IS07811,"Transfer mixture to a shallow container and cover with plastic wrap; freeze until solid, about 6 hours.",2,R02056
IS07812,Puree peaches with the sugar and half-and-half in batches in a blender or food processor.,1,R02057
IS07813,"In a gallon ice cream freezer container, mix together the peach mixture, sweetened condensed milk, evaporated milk, and vanilla. Pour in enough whole milk to fill the container to the fill line, about 2 cups.",2,R02057
IS07814,Follow the manufacturer's instructions to freeze the ice cream.,3,R02057
IS07815,"Beat cream in a chilled glass or metal bowl with an electric mixer until soft peaks form. Add lemonade concentrate and powdered sugar; stir until well combined. Pour into a freezer-safe bowl and freeze until solid, 4 hours to overnight.",1,R02058
IS07816,"In a saucepan over medium-low heat, stir together the sugar and half-and-half. When the mixture begins to simmer, remove from heat, and whisk half of the mixture into the eggs. Whisk quickly so that the eggs do not scramble. Pour the egg mixture back into the saucepan, and stir in the heavy cream. Continue cooking over medium-low heat, stirring constantly, until the mixture is thick enough to coat the back of a metal spoon. Remove from heat, and whisk in vanilla and cinnamon. Set aside to cool.",1,R02059
IS07817,"Pour cooled mixture into an ice cream maker, and freeze according to the manufacturer's instructions.",2,R02059
IS07818,"Whisk egg yolks, sugar, and salt together until mixture changes from dark golden to pale yellow becomes fluffy.",1,R02060
IS07819,"Heat milk and cream in a heavy saucepan over medium heat. Stir occasionally to prevent sticking to the bottom. Cook just until mixture starts to simmer when little bubbles begin to appear on the surface, 5 to 8 minutes. Remove from heat.",2,R02060
IS07820,Whisk a ladleful of milk-cream mixture into the egg yolk mixture. Add another ladleful and whisk thoroughly before adding the next (this will keep the eggs from cooking). Gradually add the remaining milk-cream mixture and whisk thoroughly. Whisk in vanilla. Cool completely (you can place the bowl in a larger bowl with ice water to cool it faster).,3,R02060
IS07821,Pour cooled mixture into a pitcher; cover. Refrigerate until ice cold or overnight.,4,R02060
IS07822,"Pour custard mixture into ice cream maker and process (according to manufacturer's instructions) until custard reaches the consistency of soft ice cream, about 20 minutes. Quickly transfer to a plastic container. Place a piece of plastic wrap over the surface of the custard. Cover container and freeze until custard is firm enough to scoop, at least 3 hours.",5,R02060
IS07823,"Combine frozen bananas and 1/4 cup skim milk in a blender; blend for 30 seconds. Add remaining 1/4 cup milk and blend on high speed until smooth, about 30 seconds more.",1,R02061
IS07824,"In a small skillet over medium heat, cook pecans in butter until lightly browned and fragrant, stirring constantly, about 3 to 5 minutes. Set aside.",1,R02062
IS07825,"Whisk eggs in a mixing bowl; set aside. Combine brown sugar and half and half in a saucepan and mix well. Bring to a boil over medium-high heat; remove from heat. Gradually pour hot mixture into the eggs, whisking constantly. Return custard to saucepan and cook, stirring occasionally, until mixture coats the back of a spoon (see Editor's Note). Remove from heat and stir in cream, vanilla, and pecans.",2,R02062
IS07826,Pour into ice cream maker and freeze according to manufacturers' directions.,3,R02062
IS07827,"Combine blackberries, sugar, and lemon zest in the bowl of a food processor; process until mixture is pureed. Let sit for 10 minutes.",1,R02063
IS07828,"Strain the seeds through a fine mesh sieve and return puree to the food processor. Add cream, milk, and vanilla extract. Pulse until mixture is whipped, about 30 seconds.",2,R02063
IS07829,"Pour mixture into an ice cream maker and freeze according to manufacturer's instructions, about 20 minutes. Transfer to an airtight container and freeze until firm, 2 hours to overnight.",3,R02063
IS07830,"Combine milk, half-and-half, sugar, and vanilla extract in a pint-size resealable plastic bag; seal tightly.",1,R02064
IS07831,"Put a scoop of ice, 3 tablespoons ice cream rock salt, and the bag containing the milk-cream mixture into a gallon-size resealable plastic bag; seal tightly.",2,R02064
IS07832,"Rock the bag back and forth (do not shake) until contents thicken into ice cream, about 10 minutes. Wipe salt from the top of the pint-size bag before opening to prevent salt from getting into the ice cream.",3,R02064
IS07833,"Puree milk, coconut cream, sugar, avocados, and lemon juice in a blender until smooth. Pour into a bowl, cover, and refrigerate for several hours until cold. Freeze in an ice cream machine according to manufacturer's directions, then freeze overnight.",1,R02065
IS07834,Allow ice cream to soften in refrigerator for 10 minutes before serving.,2,R02065
IS07835,Whisk matcha powder in a bowl to remove any lumps; add a splash of milk and whisk until matcha powder is completely dissolved. Gradually whisk remaining milk into matcha mixture.,1,R02066
IS07836,"Combine cream and matcha mixture in a pot over medium-low heat; cook, stirring occasionally, until heated through, about 5 minutes.",2,R02066
IS07837,Whisk sugar and eggs together in a bowl. Pour 1/2 cup hot matcha mixture into egg mixture; mix thoroughly. Repeat with remaining matcha mixture. Pour mixture back into the pot.,3,R02066
IS07838,"Cook and stir matcha mixture over medium-low heat until heated through, about 3 minutes. Remove from heat and cool to room temperature. Refrigerate until chilled, at least 4 hours.",4,R02066
IS07839,Pour cooled matcha mixture into an ice cream maker and freeze according to the manufacturer's instructions.,5,R02066
IS07840,"In large bowl, mix together eggs and sugar until smooth; puree peaches in blender or food processor and stir 5 cups of puree into egg mixture. Stir in cream, half-and-half, vanilla and salt and mix well.",1,R02067
IS07841,Pour mixture into freezer canister of ice cream maker and freeze according to manufacturer's instructions.,2,R02067
IS07842,"In a medium bowl, mix together the brown sugar, white sugar, and butter until smooth. Stir in vanilla and water. Mix in the flour until well blended. Shape into a loaf or log, and freeze for 1 to 2 hours.",1,R02068
IS07843,"Cut into small chunks, and mix into softened ice cream. Freeze for 15 minutes or until firm before serving.",2,R02068
IS07844,"Combine cream, sweetener, vodka, vanilla extract, xanthan gum, and salt in a wide-mouth pint-sized jar. Blend cream mixture with an immersion blender in an up-and-down motion until cream has thickened and soft peaks have formed, 60 to 75 seconds. Cover jar and place in the freezer for 3 to 4 hours, stirring every 30 to 40 minutes.",1,R02069
IS07845,Pour cream into a large bowl and set a mesh strainer over the bowl. Whisk egg yolks together in a separate bowl.,1,R02070
IS07846,"Heat milk, sugar, and corn syrup together in a saucepan over medium-low heat until milk begins to steam, about 5 minutes. Slowly pour about 1/2 cup heated milk into the egg yolks, whisking constantly. Scrape egg yolk mixture into the saucepan with a heatproof spatula.",2,R02070
IS07847,"Cook and stir milk mixture constantly with the spatula, scraping the bottom of the saucepan often, until mixture thickens and coats the spatula, about 10 minutes. Remove saucepan from heat; pour mixture through the mesh strainer into the cream.",3,R02070
IS07848,"Stir 3/4 cup maple syrup, coarse salt, and vanilla into cream mixture, then place the bowl over a larger bowl of ice water; stir to cool to room temperature. Chill mixture in the refrigerator, about 2 hours.",4,R02070
IS07849,Preheat oven to 275 degrees F (135 degrees C). Spread walnuts onto a baking sheet.,5,R02070
IS07850,"Toast walnuts in the preheated oven until they turn golden brown and become fragrant, about 15 minutes. Set nuts aside to cool to room temperature. Chop nuts coarsely.",6,R02070
IS07851,"Heat the 1/2 cup plus 1 tablespoon maple syrup in a saucepan until it comes to a boil. Stir in walnuts, and return to a boil. Stir nuts for 10 seconds, remove from heat; set aside to cool completely. The nuts will be wet and sticky when cooled.",7,R02070
IS07852,"Remove cream mixture from the refrigerator, pour into your ice cream maker, and freeze according to manufacturer's instructions. During the last few minutes of churning, stir in wet walnuts.",8,R02070
IS07853,"Combine condensed milk, evaporated milk, vanilla, salt and sugar in freezer canister of ice cream maker, and stir well. Add enough milk to bring mixture to the fill line on canister. Freeze according to manufacturer's directions.",1,R02071
IS07854,"Combine sweetened condensed milk, evaporated milk, whole milk, peanut butter, sugar, and vanilla extract in an ice cream maker. Stir until sugar dissolves. Freeze according to manufacturer's directions until it reaches soft-serve consistency, adding peanut butter cups halfway through freezing cycle.",1,R02072
IS07855,"Transfer ice cream to a one- or two-quart lidded plastic container; cover surface with plastic wrap and seal. For best results, ice cream should ripen in the freezer for at least 2 hours or overnight.",2,R02072
IS07856,"In a medium pan, heat the milk and vanilla bean to simmering. Do not boil. In a mixing bowl, whisk together the egg yolks, brown sugar, honey, and salt until light colored and frothy. While whisking constantly, slowly combine the hot milk with the egg mixture. Transfer the mixture back to the sauce pan. Cook over medium heat until mixture reaches 180 degrees Fahrenheit (82 degrees Celsius) when tested with a candy thermometer, or becomes thick enough to coat the back of a metal spoon. Remove from heat.",1,R02073
IS07857,Remove the vanilla bean from the mixture and reserve. Strain custard into a large bowl. Scrape seeds from the vanilla bean into the custard. (Vanilla bean pod may be used again.) Stir the heavy cream into the custard. Cover the surface of the custard with plastic wrap and refrigerate for 4 hours.,2,R02073
IS07858,"When cold, freeze in an ice cream maker according to the manufacturer's directions.",3,R02073
IS07859,Preheat oven to 375 degrees F (190 degrees C). Place a baking sheet on the rack under the middle rack to catch drips. Generously butter a 2-inch deep (2-quart) baking dish.,1,R02074
IS07860,Place peach sections into prepared baking dish. Sprinkle with lemon juice and zest.,2,R02074
